date,rank,name,code,price,quant_score,score_max,badge,vol,value_trap,t_roe,f_roe,roic,t_per,t_eps,t_pbr,ev_ebitda,dps,sh_return,return_total,t_pegy,t_fair,graham_target,f_per,f_eps,growth,f_target
2026-08-25,50,카카오,035720,36050.0,19,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (2.96%, 벌점 1.084x)",true,4.59,5.06,,32.48,1110,1.38,,75,0.21,데이터 없음 (상장주식수 미확보),1.7,21212,25543,27.0,1320,18.9,21925
2026-08-25,51,LIG디펜스앤에어로스페이스,079550,718000.0,11,80,🔴 극단적 고평가 (위험),"⚡ 변동성 확대 (7.24%, 벌점 1.233x)",false,19.2,22.68,,50.8,14133,10.39,37.34,2950,0.41,데이터 없음 (상장주식수 미확보),3.13,229095,148239,44.0,16364,15.8,234281
2026-08-25,52,S-Oil,010950,139900.0,54,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.78%, 벌점 1.112x)",true,2.01,28.59,,10.7,13069,1.61,,330,0.24,데이터 없음 (상장주식수 미확보),0.12,326725,159848,6.0,24964,91.0,349750
2026-08-25,53,포스코퓨처엠,003670,167800.0,,,🔴 측정 불가 (데이터 오류),"⚡ 변동성 확대 (5.16%, 벌점 1.161x)",true,0.92,0.71,,331.62,506,3.55,82.37,250,0.15,데이터 없음 (상장주식수 미확보),,,23198,518.0,324,-36.0,
2026-08-25,54,현대로템,064350,133600.0,32,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (4.65%, 벌점 1.143x)",false,30.05,25.69,,18.05,7400,4.28,,600,0.45,데이터 없음 (상장주식수 미확보),1.6,83250,72092,16.0,8202,10.8,89939
2026-08-25,55,LG이노텍,011070,602000.0,58,80,🟢 강력 저평가,"⚡ 변동성 확대 (8.69%, 벌점 1.284x)",true,6.14,14.79,,21.49,28019,2.24,,1880,0.31,데이터 없음 (상장주식수 미확보),0.54,700475,411616,15.0,39030,39.3,975750
2026-08-25,56,한화시스템,272210,72700.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (5.95%, 벌점 1.188x)",true,6.6,2.85,,73.88,984,3.03,,500,0.69,데이터 없음 (상장주식수 미확보),,,23048,94.0,775,-21.2,
2026-08-25,57,현대건설,000720,121300.0,16,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (6.86%, 벌점 1.22x)",true,4.58,5.97,,30.39,3992,1.47,12.41,800,0.66,데이터 없음 (상장주식수 미확보),1.85,65708,86091,26.0,4624,15.8,59248
2026-08-25,58,KT,030200,53000.0,77,85,🟢 강력 저평가,🟢 정상 (1.31%),false,10.22,7.93,,10.31,5141,0.68,,600,4.53,데이터 없음 (상장주식수 미확보),0.66,80353,94951,9.0,5711,11.1,86236
2026-08-25,59,한국항공우주,047810,130900.0,16,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (6.52%, 벌점 1.208x)",false,10.51,13.0,,71.96,1819,6.72,39.09,500,0.38,데이터 없음 (상장주식수 미확보),1.71,45475,28235,51.0,2579,41.8,64475
2026-08-25,60,현대오토에버,307950,456000.0,4,80,🔴 극단적 고평가 (위험),"⚡ 변동성 확대 (6.23%, 벌점 1.198x)",false,10.27,11.04,,65.55,6957,6.61,,1900,0.42,데이터 없음 (상장주식수 미확보),5.5,82927,103916,59.0,7759,11.5,76583
2026-08-25,61,DB손해보험,005830,182500.0,32,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (3.25%, 벌점 1.094x)",false,17.75,,,8.05,22663,0.96,4.49,7600,4.16,데이터 없음 (상장주식수 미확보),,,311348,,,,
2026-08-25,62,GS,078930,121800.0,68,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.98%, 벌점 1.154x)",true,5.55,15.93,,4.94,24679,0.70,,3000,2.46,데이터 없음 (상장주식수 미확보),0.48,253206,310835,5.0,26608,7.8,244302
2026-08-25,63,삼양식품,003230,1430000.0,43,80,🟡 목표가 달성 (적정가),"⚡ 변동성 확대 (3.71%, 벌점 1.11x)",false,37.59,37.31,,22.09,64729,7.04,18.20,2600,0.34,데이터 없음 (상장주식수 미확보),1.37,1044726,543904,19.0,74962,15.8,1253486
2026-08-25,64,한국금융지주,071050,191500.0,79,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.15%, 벌점 1.16x)",false,18.66,23.4,,4.76,40219,0.88,,8690,4.54,데이터 없음 (상장주식수 미확보),0.17,478750,443762,4.0,49995,24.3,478750
2026-08-25,65,카카오뱅크,323410,21600.0,48,85,🟡 목표가 달성 (적정가),🟢 정상 (1.63%),true,7.23,8.78,,19.44,1111,1.55,11.55,460,2.13,데이터 없음 (상장주식수 미확보),1.21,17809,18664,17.0,1265,13.9,19734
2026-08-25,66,크래프톤,259960,223000.0,59,80,🟢 저평가,"⚡ 변동성 확대 (3.01%, 벌점 1.085x)",false,10.6,12.59,,12.6,17700,1.34,6.33,2240,1.0,데이터 없음 (상장주식수 미확보),0.85,261960,257441,11.0,20134,13.8,275984
2026-08-25,67,NH투자증권,005940,26600.0,80,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.26%, 벌점 1.094x)",false,11.76,16.94,,7.46,3565,1.00,22.63,1300,4.89,데이터 없음 (상장주식수 미확보),0.24,66500,46191,6.0,4521,26.8,66500
2026-08-25,68,대한항공,003490,26300.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.29%, 벌점 1.06x)",true,7.28,3.04,,,,0.92,6.73,750,2.85,데이터 없음 (상장주식수 미확보),,,,29.0,909,,
2026-08-25,69,포스코인터내셔널,047050,53900.0,66,80,🟢 저평가,"⚡ 변동성 확대 (3.31%, 벌점 1.096x)",false,9.27,13.21,,11.45,4709,1.31,8.82,1000,3.43,데이터 없음 (상장주식수 미확보),0.79,67950,66026,10.0,5227,11.0,69514
2026-08-25,70,HD현대마린솔루션,443060,208000.0,9,80,🔴 극단적 고평가 (위험),"⚡ 변동성 확대 (3.14%, 벌점 1.09x)",false,33.73,38.53,,27.89,7459,10.45,24.01,1850,1.9,데이터 없음 (상장주식수 미확보),3.82,54450,57797,26.0,7859,5.4,60528
2026-08-25,71,LS,006260,294500.0,60,80,🟢 강력 저평가,"⚡ 변동성 확대 (7.5%, 벌점 1.242x)",true,5.65,12.34,,21.75,13543,1.52,10.40,2500,0.85,데이터 없음 (상장주식수 미확보),0.4,338575,242979,14.0,20817,53.7,520425
2026-08-25,72,삼성에피스홀딩스,0126Z0,366000.0,,,🔴 데이터 없음 (측정 불가),"⚡ 변동성 확대 (4.83%, 벌점 1.149x)",false,,3.93,,17.26,21211,1.51,2106.33,0,0.0,무배당 (배당 공시 확인됨),,,340114,38.0,9510,-55.2,
2026-08-25,73,삼성E&A,028050,45850.0,48,80,🟡 목표가 달성 (적정가),"⚡ 변동성 확대 (4.29%, 벌점 1.13x)",false,13.76,14.68,,13.55,3383,1.79,6.78,790,1.72,데이터 없음 (상장주식수 미확보),1.02,45061,44156,12.0,3777,11.6,45514
2026-08-25,74,아모레퍼시픽,090430,143300.0,46,80,🟡 목표가 달성 (적정가),"⚡ 변동성 확대 (3.22%, 벌점 1.093x)",true,4.41,6.68,,34.6,4142,1.77,13.13,1240,0.87,데이터 없음 (상장주식수 미확보),1.11,103550,86863,27.0,5400,30.4,135000
2026-08-25,75,한국타이어앤테크놀로지,161390,66900.0,63,80,🟢 저평가,"⚡ 변동성 확대 (3.03%, 벌점 1.086x)",false,9.39,10.17,,6.83,9792,0.61,3.63,1500,3.44,데이터 없음 (상장주식수 미확보),0.72,92436,155444,6.0,10383,6.0,88881
2026-08-25,76,한진칼,180640,122300.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.84%, 벌점 1.079x)",true,4.75,,,,,2.46,624.53,360,0.29,데이터 없음 (상장주식수 미확보),,,,,,,
2026-08-25,77,삼성증권,016360,88400.0,79,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.64%, 벌점 1.142x)",false,13.09,19.93,,6.53,13546,0.97,11.96,4000,4.53,데이터 없음 (상장주식수 미확보),0.14,221000,166662,5.0,19244,42.1,221000
2026-08-25,78,이수페타시스,007660,106900.0,43,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (9.05%, 벌점 1.297x)",false,29.64,30.84,,45.07,2372,9.85,31.09,230,0.22,데이터 없음 (상장주식수 미확보),0.79,59300,24067,29.0,3715,56.6,92875
2026-08-25,79,하이브,352820,172200.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (4.84%, 벌점 1.149x)",true,-7.33,5.6,,,,2.21,35.20,500,0.29,데이터 없음 (상장주식수 미확보),,,,39.0,4370,,
2026-08-25,80,한화솔루션,009830,32350.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (5.87%, 벌점 1.185x)",true,-7.01,3.49,,,,0.63,47.44,271,0.84,데이터 없음 (상장주식수 미확보),,,,20.0,1615,,
2026-08-25,81,대우건설,047040,17620.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (7.22%, 벌점 1.233x)",true,-23.89,15.5,,,,1.91,-11.84,0,0.0,무배당 (배당 공시 확인됨),,,,13.0,1370,,
2026-08-25,82,키움증권,039490,276000.0,78,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.37%, 벌점 1.168x)",false,18.12,25.18,,5.55,49724,1.05,15.92,11500,4.17,데이터 없음 (상장주식수 미확보),0.13,690000,542293,4.0,69526,39.8,690000
2026-08-25,83,LG씨엔에스,064400,73000.0,12,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (4.52%, 벌점 1.138x)",false,17.35,15.27,,14.69,4969,2.32,8.89,1100,2.53,데이터 없음 (상장주식수 미확보),,2136,59312,15.0,4867,-2.1,1889
2026-08-25,84,현대차2우B,005387,202000.0,72,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.81%, 벌점 1.113x)",false,8.41,8.45,,6.58,30697,0.43,11.58,2600,5.0,데이터 없음 (상장주식수 미확보),0.23,505000,569614,5.0,38028,23.9,505000
2026-08-25,85,코웨이,021240,98700.0,47,85,🟡 목표가 달성 (적정가),🟢 정상 (1.93%),false,18.14,18.57,,10.32,9563,1.81,6.87,1957,1.98,데이터 없음 (상장주식수 미확보),1.25,79181,108320,10.0,10166,6.3,88787
2026-08-25,86,유한양행,000100,83300.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (2.7%, 벌점 1.075x)",false,8.81,6.99,,28.46,2927,2.61,38.97,600,0.72,데이터 없음 (상장주식수 미확보),,,45846,39.0,2112,-27.8,
2026-08-25,87,SK바이오팜,326030,84400.0,12,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (2.54%, 벌점 1.069x)",false,39.28,34.31,,16.48,5120,6.47,29.45,0,0.0,무배당 (배당 공시 확인됨),,,38765,20.0,4306,-15.9,
2026-08-25,88,HD건설기계,267270,134800.0,10,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (5.53%, 벌점 1.174x)",true,5.74,16.32,,10.41,12944,1.31,27.39,550,0.41,데이터 없음 (상장주식수 미확보),,,173115,11.0,12291,-5.0,
2026-08-25,89,한미약품,128940,501000.0,12,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (8.42%, 벌점 1.275x)",false,14.53,15.25,,29.57,16942,4.53,20.05,2000,0.4,데이터 없음 (상장주식수 미확보),,,205326,31.0,16062,-5.2,
2026-08-25,90,LG유플러스,032640,14910.0,67,80,🟢 강력 저평가,"⚡ 변동성 확대 (2.43%, 벌점 1.065x)",true,6.01,8.12,,11.97,1246,0.70,3.47,410,4.43,데이터 없음 (상장주식수 미확보),0.28,31150,24437,9.0,1729,38.8,37275
2026-08-25,91,한화,000880,118100.0,53,80,🟢 강력 저평가,"⚡ 변동성 확대 (9.45%, 벌점 1.311x)",true,3.3,7.34,,13.73,8601,0.78,0.97,1100,0.93,데이터 없음 (상장주식수 미확보),0.5,215025,171176,11.0,10891,26.6,219829
2026-08-25,92,카카오페이,377300,46100.0,21,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (4.48%, 벌점 1.137x)",true,2.41,6.83,,71.03,649,3.16,20.48,0,0.0,무배당 (배당 공시 확인됨),1.34,16225,14596,46.0,994,53.2,24850
2026-08-25,93,두산밥캣,241560,61100.0,55,80,🟢 저평가,"⚡ 변동성 확대 (2.94%, 벌점 1.083x)",true,5.71,7.52,,11.76,5197,0.74,5.46,500,2.78,데이터 없음 (상장주식수 미확보),0.75,81488,98259,10.0,5868,12.9,81789
2026-08-25,94,대덕전자,353200,110800.0,59,80,🟢 강력 저평가,"⚡ 변동성 확대 (9.43%, 벌점 1.31x)",true,5.37,23.11,,37.53,2952,5.84,33.62,500,0.45,데이터 없음 (상장주식수 미확보),0.72,73800,35499,25.0,4482,51.8,112050
2026-08-25,95,대한전선,001440,27500.0,16,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (6.45%, 벌점 1.206x)",true,5.48,5.46,,104.96,262,3.23,32.67,0,0.0,무배당 (배당 공시 확인됨),1.31,6550,7084,58.0,472,80.2,11800
2026-08-25,96,삼성카드,029780,46150.0,11,50,🔴 실적 역성장/적자 (위험),🟢 정상 (1.72%),true,7.45,6.86,,8.66,5332,0.56,27.76,2800,6.07,데이터 없음 (상장주식수 미확보),1.82,25433,99432,9.0,5262,-1.3,24025
2026-08-25,97,산일전기,062040,169300.0,35,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (7.92%, 벌점 1.257x)",false,29.21,31.8,,28.65,5909,7.80,,1250,0.74,데이터 없음 (상장주식수 미확보),1.53,110734,53719,24.0,6975,18.0,119584
2026-08-25,98,OCI홀딩스,010060,275000.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (6.86%, 벌점 1.22x)",true,-2.27,4.03,,137.78,1996,1.25,30.89,1000,0.36,데이터 없음 (상장주식수 미확보),0.41,49900,99399,32.0,8632,332.5,215800
2026-08-25,99,JB금융지주,175330,27500.0,68,80,🟢 저평가,"⚡ 변동성 확대 (2.78%, 벌점 1.077x)",false,12.36,12.25,,7.37,3731,0.86,,660,4.14,데이터 없음 (상장주식수 미확보),0.7,39324,51811,7.0,3969,6.4,38923
2026-08-25,100,오리온,271560,126700.0,70,80,🟢 강력 저평가,"⚡ 변동성 확대 (2.38%, 벌점 1.063x)",false,10.51,12.06,,11.95,10602,1.23,5.26,3500,2.76,데이터 없음 (상장주식수 미확보),0.72,176629,156755,10.0,12079,13.9,189404
2026-08-25,101,엘앤에프,066970,120400.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (7.06%, 벌점 1.227x)",true,-76.95,-8.73,,,,6.12,,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-25,102,NC,036570,225000.0,12,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (3.1%, 벌점 1.089x)",false,10.79,13.16,,7.85,28673,1.24,28.91,1150,0.51,데이터 없음 (상장주식수 미확보),,,342143,10.0,21915,-23.6,
2026-08-25,103,가온전선,000500,161500.0,27,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (9.45%, 벌점 1.311x)",false,10.97,18.59,,74.8,2159,9.07,,56,0.03,데이터 없음 (상장주식수 미확보),,,29410,,,,
2026-08-25,104,LG디스플레이,034220,9550.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (3.38%, 벌점 1.098x)",true,3.44,0.46,,,,0.76,,0,0.0,무배당 (배당 공시 확인됨),,,,154.0,62,,
2026-08-25,105,맥쿼리인프라,088980,9960.0,,,⚠️ 데이터 검증 필요,🟢 정상 (1.31%),false,,,,,,,,,,데이터 없음 (배당 정보 미수집),,,,,,,
2026-08-25,106,LG생활건강,051900,316000.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (3.9%, 벌점 1.117x)",true,-1.82,4.21,,,,0.95,,1000,0.63,데이터 없음 (상장주식수 미확보),,,,23.0,13605,,
2026-08-25,107,현대차우,005385,202500.0,72,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.8%, 벌점 1.113x)",false,8.41,8.45,,6.6,30697,0.43,,2550,4.96,데이터 없음 (상장주식수 미확보),0.23,506250,570319,5.0,38028,23.9,506250
2026-08-25,108,한화생명,088350,5370.0,55,65,🟢 강력 저평가,"⚡ 변동성 확대 (4.46%, 벌점 1.136x)",true,6.51,,,6.3,852,0.27,,150,2.79,데이터 없음 (상장주식수 미확보),0.11,13425,19526,4.0,1302,52.8,13425
2026-08-25,109,두산로보틱스,454910,70200.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (4.91%, 벌점 1.152x)",true,-14.78,,,,,13.82,,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-25,110,현대해상,001450,50800.0,62,65,🟢 강력 저평가,"⚡ 변동성 확대 (4.03%, 벌점 1.121x)",false,20.6,,,4.32,11772,0.71,4.20,2063,4.06,데이터 없음 (상장주식수 미확보),0.29,127000,137664,4.0,13025,10.6,127000
2026-08-25,111,SKC,011790,85900.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (5.45%, 벌점 1.171x)",true,-73.28,-29.76,,,,1.97,,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-25,112,한전기술,052690,108600.0,15,80,🔴 극단적 고평가 (위험),"⚡ 변동성 확대 (6.52%, 벌점 1.208x)",false,14.2,9.31,,115.41,941,6.97,56.20,1347,1.24,데이터 없음 (상장주식수 미확보),1.81,23525,18163,71.0,1529,62.5,38225
2026-08-25,113,DB하이텍,000990,92700.0,35,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (7.32%, 벌점 1.236x)",false,12.52,16.56,,11.76,7886,1.65,,810,0.87,데이터 없음 (상장주식수 미확보),,,99843,,,,
2026-08-25,114,현대제철,004020,30100.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (4.16%, 벌점 1.126x)",true,-0.04,0.56,,,,0.20,5.73,500,1.66,데이터 없음 (상장주식수 미확보),,,,37.0,821,,
2026-08-25,115,한화엔진,082740,47450.0,12,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (6.03%, 벌점 1.191x)",false,36.6,30.6,,19.11,2483,6.49,22.92,0,0.0,무배당 (배당 공시 확인됨),,,20210,20.0,2412,-2.9,
2026-08-25,116,미래에셋생명,085620,29150.0,8,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (6.61%, 벌점 1.211x)",true,5.22,,,35.94,811,1.32,13.20,0,0.0,무배당 (배당 공시 확인됨),,,20074,,,,
2026-08-25,117,KCC,002380,454000.0,75,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.21%, 벌점 1.162x)",false,23.51,20.2,,2.36,192585,0.41,8.86,14000,3.3,데이터 없음 (상장주식수 미확보),0.34,1135000,2190476,2.0,199434,3.6,1135000
2026-08-25,118,CJ,001040,128200.0,29,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.74%, 벌점 1.111x)",true,2.69,6.6,,97.34,1317,0.79,3.27,3300,2.57,데이터 없음 (상장주식수 미확보),0.15,32925,69345,13.0,9858,648.5,246450
2026-08-25,119,신세계,004170,395000.0,46,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.72%, 벌점 1.145x)",true,0.32,8.93,,22.42,17615,0.64,8.31,5200,1.32,데이터 없음 (상장주식수 미확보),0.15,440375,494585,9.0,43683,148.0,987500
2026-08-25,120,한온시스템,018880,3525.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (3.41%, 벌점 1.099x)",true,-6.0,6.49,,,,0.88,6.46,278,7.89,데이터 없음 (상장주식수 미확보),,,,14.0,249,,
2026-08-25,121,한국콜마,161890,150000.0,11,80,🔴 극단적 고평가 (위험),"⚡ 변동성 확대 (5.9%, 벌점 1.187x)",false,14.69,19.6,,19.15,7832,3.54,12.51,864,0.58,데이터 없음 (상장주식수 미확보),3.0,49968,86412,18.0,8287,5.8,47361
2026-08-25,122,팬오션,028670,6380.0,60,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.46%, 벌점 1.171x)",true,5.3,7.84,,10.08,633,0.54,6.94,150,2.35,데이터 없음 (상장주식수 미확보),0.24,15825,12972,7.0,880,39.0,15950
2026-08-25,123,한국가스공사,036460,36800.0,65,85,🟢 강력 저평가,🟢 정상 (1.76%),true,1.23,10.29,,5.98,6152,0.27,9.56,1154,3.14,데이터 없음 (상장주식수 미확보),0.06,92000,137354,3.0,12612,105.0,92000
2026-08-25,124,영원무역,111770,75600.0,43,80,🟡 목표가 달성 (적정가),"⚡ 변동성 확대 (3.13%, 벌점 1.09x)",false,12.66,13.92,,5.67,13333,0.71,3.79,1400,2.78,데이터 없음 (상장주식수 미확보),1.09,69064,178726,6.0,13654,2.4,65926
2026-08-25,125,코스맥스,192820,289000.0,12,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (4.79%, 벌점 1.148x)",false,23.86,27.17,,17.8,16236,5.07,14.26,3300,1.14,데이터 없음 (상장주식수 미확보),,,144303,19.0,14920,-8.1,
2026-08-25,126,포스코DX,022100,20900.0,18,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (4.44%, 벌점 1.135x)",false,9.53,,,99.52,210,5.63,38.73,125,0.6,데이터 없음 (상장주식수 미확보),,,4188,,,,
2026-08-25,127,한올바이오파마,009420,60700.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (6.18%, 벌점 1.196x)",true,-3.37,-1.81,,,,19.10,1183.74,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-25,128,한미사이언스,008930,46300.0,18,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (7.89%, 벌점 1.256x)",false,13.13,,,20.98,2207,2.96,59.47,300,0.65,데이터 없음 (상장주식수 미확보),,,27870,,,,
2026-08-25,129,일진전기,103590,66300.0,59,80,🟢 저평가,"⚡ 변동성 확대 (7.44%, 벌점 1.24x)",false,19.08,27.18,,22.48,2949,4.83,18.44,500,0.75,데이터 없음 (상장주식수 미확보),0.76,73725,30179,17.0,3805,29.0,95125
2026-08-25,130,강원랜드,035250,14460.0,11,50,🔴 실적 역성장/적자 (위험),🟢 정상 (1.16%),false,8.11,7.77,,9.37,1544,0.73,-0.16,950,6.57,데이터 없음 (상장주식수 미확보),8.76,1652,26232,10.0,1459,-5.5,1506
2026-08-25,131,넷마블,251270,37100.0,60,80,🟢 강력 저평가,"⚡ 변동성 확대 (2.72%, 벌점 1.075x)",true,4.15,8.68,,8.82,4204,0.53,8.03,876,2.36,데이터 없음 (상장주식수 미확보),0.2,92750,81371,6.0,5945,41.4,92750
2026-08-25,132,에스원,012750,79800.0,43,85,🔴 목표가 초과 (고평가 관망),🟢 정상 (1.48%),false,10.45,9.45,,19.85,4020,1.57,5.26,3200,4.01,데이터 없음 (상장주식수 미확보),1.33,59938,67804,18.0,4457,10.9,65038
2026-08-25,133,금호석유화학,011780,120200.0,57,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.06%, 벌점 1.087x)",true,4.74,8.44,,6.88,17465,0.45,5.25,1700,1.41,데이터 없음 (상장주식수 미확보),0.57,209754,323982,6.0,19321,10.6,207132
2026-08-25,134,GS건설,006360,35000.0,22,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (7.13%, 벌점 1.23x)",true,2.03,3.11,,22.95,1525,0.61,8.60,500,1.43,데이터 없음 (상장주식수 미확보),1.33,26275,44371,20.0,1766,15.8,22905
2026-08-25,135,서울보증보험,031210,42300.0,30,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),🟢 정상 (1.53%),true,5.18,,,9.64,4390,0.59,6.41,2865,6.77,데이터 없음 (상장주식수 미확보),,,84153,,,,
2026-08-25,136,SK바이오사이언스,302440,37550.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.8%, 벌점 1.078x)",true,-3.2,-4.15,,,,1.68,-79.07,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-25,137,현대엘리베이터,017800,74500.0,47,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (2.21%, 벌점 1.057x)",false,20.11,12.54,,7.93,9398,2.48,9.80,12010,18.81,데이터 없음 (상장주식수 미확보),,,79701,,,,
2026-08-25,138,달바글로벌,483650,233000.0,44,80,🟡 목표가 달성 (적정가),"⚡ 변동성 확대 (5.32%, 벌점 1.166x)",false,52.59,54.15,,26.47,8801,11.48,27.04,403,1.13,데이터 없음 (상장주식수 미확보),1.32,176284,63396,22.0,10465,18.9,206737
2026-08-25,139,DN오토모티브,007340,48550.0,39,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (7.71%, 벌점 1.25x)",false,15.02,18.51,,7.32,6628,1.05,7.01,500,2.06,데이터 없음 (상장주식수 미확보),,,83039,,,,
2026-08-25,140,CJ제일제당,097950,187100.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.67%, 벌점 1.073x)",true,-7.67,4.21,,,,0.40,4.63,1500,3.21,데이터 없음 (상장주식수 미확보),,,,10.0,18531,,
2026-08-25,141,롯데쇼핑,023530,98900.0,55,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.44%, 벌점 1.135x)",true,0.34,2.25,,15.45,6401,0.18,9.02,2800,4.04,데이터 없음 (상장주식수 미확보),0.16,160025,281305,8.0,12178,90.3,247250
2026-08-25,142,iM금융지주,139130,17550.0,67,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.0%, 벌점 1.085x)",true,7.27,7.56,,6.44,2727,0.45,27.24,700,3.99,데이터 없음 (상장주식수 미확보),0.45,39241,48918,6.0,3010,10.4,38443
2026-08-25,143,두산퓨얼셀,336260,42350.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (11.74%, 벌점 1.391x)",true,-30.66,-27.78,,,,11.57,-39.31,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-25,144,농심,004370,451000.0,14,80,🔴 극단적 고평가 (위험),"⚡ 변동성 확대 (3.56%, 벌점 1.105x)",true,6.18,7.11,,13.93,32367,0.87,5.55,6000,1.33,데이터 없음 (상장주식수 미확보),2.04,221066,614428,13.0,34135,5.5,202379
2026-08-25,145,DL이앤씨,375500,70300.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (4.81%, 벌점 1.148x)",true,7.34,9.05,,4.85,14481,0.53,3.96,890,1.27,데이터 없음 (상장주식수 미확보),,,207888,6.0,11520,-20.4,
2026-08-25,146,한화비전,489790,52400.0,55,80,🟢 강력 저평가,"⚡ 변동성 확대 (6.77%, 벌점 1.217x)",true,5.4,19.87,,22.22,2358,2.78,12.73,0,0.0,무배당 (배당 공시 확인됨),0.37,58950,31623,14.0,3790,60.7,94750
2026-08-25,147,효성,004800,157600.0,12,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (5.87%, 벌점 1.185x)",false,14.35,15.25,,5.71,27590,0.98,7.40,5000,3.17,데이터 없음 (상장주식수 미확보),,,315960,7.0,23635,-14.3,
2026-08-25,148,동서,026960,25950.0,32,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),🟢 정상 (1.71%),false,8.48,,,17.91,1449,1.49,,890,4.39,데이터 없음 (상장주식수 미확보),,,23829,,,,
2026-08-25,149,신영증권,001720,156000.0,32,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (3.71%, 벌점 1.11x)",false,8.04,,,14.18,11002,0.61,15.89,7500,4.81,데이터 없음 (상장주식수 미확보),,,251608,,,,
