date,code,name,rsi,rsi_signal,macd,macd_signal_line,macd_histogram,macd_cross,bb_upper,bb_lower,bb_mid,bb_percent_b,bb_position,verdict_score,verdict_label,bars_used,warmup_insufficient,unavailable_reasons
2026-08-26,003620,KG모빌리티,43.08,neutral,-46.38,-34.05,-12.33,,3011.78,2571.72,2791.75,0.2915,inside,0,중립,268,false,
2026-08-26,006650,대한유화,45.54,neutral,-4861.92,-5417.58,555.66,,94999.16,79580.84,87290.0,0.546,inside,0,중립,268,false,
2026-08-26,001530,DI동일,48.48,neutral,212.21,270.4,-58.19,,25612.16,22917.84,24265.0,0.3831,inside,0,중립,268,false,
2026-08-26,00104K,CJ4우(전환),45.74,neutral,-4022.56,-4417.57,395.01,,137236.04,115573.96,126405.0,0.4859,inside,0,중립,268,false,
2026-08-26,336370,솔루스첨단소재,50.88,neutral,-67.24,-146.54,79.31,,8497.5,5812.5,7155.0,0.6434,inside,0,중립,268,false,
2026-08-26,284740,쿠쿠홈시스,65.49,neutral,353.26,191.34,161.92,,23174.92,20570.08,21872.5,0.9328,inside,0,중립,268,false,
2026-08-26,377740,바이오노트,54.2,neutral,66.9,67.48,-0.58,dead,5126.64,4416.36,4771.5,0.5964,inside,-1,중립,268,false,
2026-08-26,039130,하나투어,62.12,neutral,192.44,-65.23,257.67,,33473.29,29426.71,31450.0,1.0684,above_upper,-1,중립,268,false,
2026-08-26,448730,삼성FN리츠,54.56,neutral,-9.11,-6.7,-2.42,,5578.53,5302.47,5440.5,0.788,inside,0,중립,268,false,
2026-08-26,003545,대신증권우,54.74,neutral,125.62,96.0,29.62,,21105.42,18986.58,20046.0,0.6907,inside,0,중립,268,false,
2026-08-26,010780,아이에스동서,40.0,neutral,-1152.71,-1087.6,-65.12,,20894.41,14169.59,17532.0,0.293,inside,0,중립,268,false,
2026-08-26,005250,녹십자홀딩스,52.38,neutral,46.81,31.44,15.38,,11111.07,9041.93,10076.5,0.6128,inside,0,중립,268,false,
2026-08-26,034310,NICE,59.29,neutral,250.21,254.61,-4.4,,13478.14,12418.86,12948.5,0.8602,inside,0,중립,268,false,
2026-08-26,008060,대덕,55.0,neutral,219.14,71.57,147.57,,17670.92,12123.08,14897.0,0.6934,inside,0,중립,268,false,
2026-08-26,001500,현대차증권,51.97,neutral,-24.71,-64.61,39.9,,8587.82,7084.18,7836.0,0.6689,inside,0,중립,268,false,
2026-08-26,079900,전진건설로봇,66.95,neutral,105.68,-806.52,912.2,,39558.24,26856.76,33207.5,1.1962,above_upper,-1,중립,268,false,
2026-08-26,249420,일동제약,51.32,neutral,-189.89,-279.51,89.63,,16502.53,12546.47,14524.5,0.6303,inside,0,중립,268,false,
2026-08-26,090435,아모레퍼시픽우,59.76,neutral,1187.66,1287.95,-100.29,,47031.81,42333.19,44682.5,0.6846,inside,0,중립,268,false,
2026-08-26,009410,태영건설,56.04,neutral,-5.11,-9.69,4.58,,1664.58,1574.42,1619.5,1.0268,above_upper,-1,중립,268,false,
2026-08-26,004690,삼천리,70.16,overbought,3593.37,2720.73,872.64,,134709.12,111670.88,123190.0,0.839,inside,-1,중립,268,false,
2026-08-26,145990,삼양사,56.92,neutral,326.05,252.37,73.67,,46764.13,42690.87,44727.5,0.7633,inside,0,중립,268,false,
2026-08-26,161000,애경케미칼,56.56,neutral,103.14,-14.01,117.14,,10431.51,7672.49,9052.0,0.7711,inside,0,중립,268,false,
2026-08-26,000070,삼양홀딩스,54.96,neutral,771.66,859.37,-87.71,,61891.72,56308.28,59100.0,0.5896,inside,0,중립,268,false,
2026-08-26,0120G0,삼양바이오팜,62.09,neutral,3445.24,1778.16,1667.07,,62387.16,31737.84,47062.5,0.8634,inside,0,중립,185,false,
2026-08-26,460860,동국제강,54.43,neutral,127.2,145.75,-18.55,,10405.42,8536.58,9471.0,0.6011,inside,0,중립,268,false,
2026-08-26,002240,고려제강,51.82,neutral,-83.89,-125.93,42.03,,17873.13,16174.87,17024.0,0.6625,inside,0,중립,268,false,
2026-08-26,005389,현대차3우B,49.54,neutral,-1085.8,-1980.52,894.72,,206017.54,178142.46,192080.0,0.6012,inside,0,중립,268,false,
2026-08-26,005945,NH투자증권우,39.46,neutral,-285.57,-119.32,-166.24,,25728.9,23191.1,24460.0,0.0823,inside,0,중립,268,false,
2026-08-26,072710,농심홀딩스,66.73,neutral,1421.58,915.01,506.57,,96413.28,86166.72,91290.0,0.9011,inside,0,중립,268,false,
2026-08-26,017900,광전자,52.14,neutral,346.75,366.75,-20.01,dead,10240.61,4357.89,7299.25,0.5528,inside,-1,중립,268,false,
2026-08-26,417310,코람코더원리츠,66.66,neutral,148.91,166.17,-17.26,,11077.81,10593.19,10835.5,0.9013,inside,0,중립,268,false,
2026-08-26,004700,조광피혁,50.41,neutral,446.58,519.6,-73.02,,66075.8,61974.2,64025.0,0.4939,inside,0,중립,268,false,
2026-08-26,002810,삼영무역,55.41,neutral,483.48,572.89,-89.41,,24007.4,21937.6,22972.5,0.5616,inside,0,중립,268,false,
2026-08-26,003280,흥아해운,47.1,neutral,4.55,-4.87,9.42,,1891.85,1521.05,1706.45,0.5123,inside,0,중립,268,false,
2026-08-26,009900,명신산업,59.04,neutral,239.35,125.35,114.0,,8765.7,5864.3,7315.0,0.7602,inside,0,중립,268,false,
2026-08-26,014830,유니드,56.36,neutral,1.43,-223.94,225.37,,66036.18,57863.82,61950.0,0.7998,inside,0,중립,268,false,
2026-08-26,403550,쏘카,58.7,neutral,157.67,66.5,91.17,,11469.46,9651.54,10560.5,0.8133,inside,0,중립,268,false,
2026-08-26,003030,세아제강지주,42.22,neutral,-2919.82,-2860.01,-59.82,,115825.92,95224.08,105525.0,0.3192,inside,0,중립,268,false,
2026-08-26,357120,코람코라이프인프라리츠,57.41,neutral,49.27,53.21,-3.93,,4446.06,4070.94,4258.5,0.624,inside,0,중립,268,false,
2026-08-26,005420,코스모화학,56.23,neutral,194.99,79.52,115.47,,11829.89,8138.11,9984.0,0.7075,inside,0,중립,268,false,
2026-08-26,092230,KPX홀딩스,72.75,overbought,4145.29,2898.02,1247.28,,103423.93,77506.07,90465.0,0.9258,inside,-1,중립,268,false,
2026-08-26,484870,엠앤씨솔루션,38.88,neutral,-1608.94,-1790.91,181.97,,18769.96,13351.04,16060.5,0.3486,inside,0,중립,268,false,
2026-08-26,003000,부광약품,49.94,neutral,15.7,29.79,-14.1,,4692.49,3745.01,4218.75,0.4908,inside,0,중립,268,false,
2026-08-26,001200,유진투자증권,53.21,neutral,19.12,5.93,13.19,,4682.24,3816.76,4249.5,0.6739,inside,0,중립,268,false,
2026-08-26,029530,신도리코,51.31,neutral,17.06,14.56,2.5,golden,42748.01,39116.99,40932.5,0.615,inside,1,중립,268,false,
2026-08-26,317400,자이에스앤디,72.24,overbought,1254.51,1187.23,67.28,,12100.18,5279.82,8690.0,0.8314,inside,-1,중립,268,false,
2026-08-26,344820,KCC글라스,60.03,neutral,531.15,492.82,38.33,,26755.73,21364.27,24060.0,0.7114,inside,0,중립,268,false,
2026-08-26,002030,아세아,60.2,neutral,2081.8,307.09,1774.7,,210350.79,170419.21,190385.0,0.866,inside,0,중립,268,false,
2026-08-26,016610,DB증권,56.69,neutral,59.89,-11.14,71.03,,10106.71,8236.29,9171.5,0.7986,inside,0,중립,268,false,
2026-08-26,016590,신대양제지,54.06,neutral,45.75,37.19,8.56,,10418.01,9260.99,9839.5,0.6819,inside,0,중립,268,false,
2026-08-26,306200,세아제강,57.87,neutral,2374.66,1850.48,524.18,,143410.39,122219.61,132815.0,0.7541,inside,0,중립,268,false,
2026-08-26,029460,케이씨,64.5,neutral,1548.5,1226.65,321.84,,39394.75,25600.25,32497.5,0.7757,inside,0,중립,268,false,
2026-08-26,001940,KISCO홀딩스,64.93,neutral,608.16,586.17,21.99,golden,28533.9,25826.1,27180.0,0.9136,inside,1,중립,268,false,
2026-08-26,271940,일진하이솔루스,50.42,neutral,38.34,32.47,5.87,,11772.44,9389.56,10581.0,0.5583,inside,0,중립,268,false,
2026-08-26,015360,INVENI,48.3,neutral,-57.9,-49.92,-7.98,,14573.07,13657.93,14115.5,0.4721,inside,0,중립,268,false,
2026-08-26,027410,BGF,46.69,neutral,-7.34,9.11,-16.44,,4257.96,3788.54,4023.25,0.3866,inside,0,중립,268,false,
2026-08-26,452260,한화갤러리아,50.6,neutral,-14.99,-20.64,5.65,,2224.09,1744.51,1984.3,0.5953,inside,0,중립,268,false,
2026-08-26,008730,율촌화학,61.48,neutral,301.78,103.33,198.45,,16766.49,12404.51,14585.5,0.8495,inside,0,중립,268,false,
2026-08-26,194370,제이에스코퍼레이션,58.91,neutral,237.49,265.84,-28.35,,14081.42,11864.58,12973.0,0.6565,inside,0,중립,268,false,
2026-08-26,170900,동아에스티,56.17,neutral,496.45,514.75,-18.29,,40674.59,33805.41,37240.0,0.6689,inside,0,중립,268,false,
2026-08-26,017810,풀무원,58.44,neutral,118.83,48.73,70.09,,9899.71,8521.29,9210.5,0.8551,inside,0,중립,268,false,
2026-08-26,950210,프레스티지바이오파마,49.74,neutral,61.83,112.91,-51.08,,7201.17,5582.83,6392.0,0.4184,inside,0,중립,268,false,
2026-08-26,105630,한세실업,47.7,neutral,-8.51,28.72,-37.24,,9577.46,8651.54,9114.5,0.3439,inside,0,중립,268,false,
2026-08-26,104700,한국철강,60.16,neutral,149.95,149.0,0.95,,10046.53,9344.47,9695.5,0.777,inside,0,중립,268,false,
2026-08-26,183190,아세아시멘트,67.25,neutral,226.02,122.67,103.35,,10427.96,8512.04,9470.0,0.9697,inside,0,중립,268,false,
2026-08-26,031430,신세계인터내셔날,43.18,neutral,-383.25,-421.8,38.56,,11490.98,9975.02,10733.0,0.4123,inside,0,중립,268,false,
2026-08-26,004710,한솔테크닉스,42.05,neutral,-449.36,-487.27,37.92,,8533.45,5903.55,7218.5,0.4055,inside,0,중립,268,false,
2026-08-26,060980,HL홀딩스,51.13,neutral,202.42,173.44,28.98,,41830.28,36399.72,39115.0,0.5709,inside,0,중립,268,false,
2026-08-26,130660,한전산업,66.26,neutral,159.47,1.46,158.01,,13079.7,9371.3,11225.5,1.0513,above_upper,-1,중립,268,false,
2026-08-26,126560,현대퓨처넷,61.59,neutral,59.08,62.77,-3.69,,3472.17,2905.33,3188.75,0.6786,inside,0,중립,268,false,
2026-08-26,006220,제주은행,57.27,neutral,-32.25,-132.23,99.98,,9820.55,8424.45,9122.5,0.9351,inside,0,중립,268,false,
2026-08-26,007690,국도화학,52.82,neutral,241.58,393.67,-152.1,,40519.26,35705.74,38112.5,0.5597,inside,0,중립,268,false,
2026-08-26,02826K,삼성물산우B,60.75,neutral,6442.17,2197.05,4245.13,,254793.76,179766.24,217280.0,0.8828,inside,0,중립,268,false,
2026-08-26,024720,콜마홀딩스,60.92,neutral,394.26,395.55,-1.29,dead,10977.22,8532.78,9755.0,0.7148,inside,-1,중립,268,false,
2026-08-26,097520,엠씨넥스,56.47,neutral,345.01,303.71,41.3,,22010.83,16794.17,19402.5,0.6625,inside,0,중립,268,false,
2026-08-26,089590,제주항공,60.53,neutral,-12.52,-40.23,27.71,,4516.86,4012.14,4264.5,0.9864,inside,0,중립,268,false,
2026-08-26,015860,일진홀딩스,57.94,neutral,190.79,125.72,65.08,,7526.42,5131.58,6329.0,0.7259,inside,0,중립,268,false,
2026-08-26,005610,삼립,52.45,neutral,138.13,179.4,-41.27,,41274.16,38060.84,39667.5,0.5724,inside,0,중립,268,false,
2026-08-26,011760,현대코퍼레이션,55.72,neutral,561.63,746.93,-185.3,,28986.95,23608.05,26297.5,0.5191,inside,0,중립,268,false,
2026-08-26,006405,삼성SDI우,54.15,neutral,2815.17,1133.64,1681.53,,233899.23,159980.77,196940.0,0.6496,inside,0,중립,268,false,
2026-08-26,020000,한섬,34.97,neutral,-1265.12,-1385.99,120.88,,19292.93,13851.07,16572.0,0.3839,inside,0,중립,268,false,
2026-08-26,200880,서연이화,54.93,neutral,311.87,302.17,9.7,,13718.15,10115.85,11917.0,0.6202,inside,0,중립,268,false,
2026-08-26,005720,넥센,51.25,neutral,40.0,36.19,3.81,,6438.75,5703.25,6071.0,0.5802,inside,0,중립,268,false,
2026-08-26,011930,신성이엔지,51.34,neutral,-110.08,-301.86,191.78,,18627.65,12818.35,15723.0,0.651,inside,0,중립,268,false,
2026-08-26,026890,스틱인베스트먼트,55.91,neutral,183.83,198.33,-14.49,,8913.16,7401.84,8157.5,0.6406,inside,0,중립,268,false,
2026-08-26,091810,트리니티항공,48.82,neutral,-4.7,-10.73,6.03,,674.23,546.37,610.3,0.6228,inside,0,중립,268,false,
2026-08-26,009160,SIMPAC,62.13,neutral,73.24,52.35,20.89,,5138.86,4498.64,4818.75,0.9705,inside,0,중립,268,false,
2026-08-26,145720,덴티움,41.14,neutral,-854.07,-527.06,-327.01,,43653.53,34571.47,39112.5,0.2894,inside,0,중립,268,false,
2026-08-26,005950,이수화학,43.64,neutral,-237.83,41.89,-279.73,,15894.47,10525.53,13210.0,0.2877,inside,0,중립,268,false,
2026-08-26,002020,코오롱,40.08,neutral,-2386.91,-3052.99,666.08,,29559.06,21550.94,25555.0,0.5368,inside,0,중립,268,false,
2026-08-26,123890,한국자산신탁,74.73,overbought,80.99,51.87,29.12,,2606.59,2133.91,2370.25,0.9966,inside,-1,중립,268,false,
2026-08-26,016800,퍼시스,57.39,neutral,309.7,192.73,116.97,,28856.35,24783.65,26820.0,0.7652,inside,0,중립,268,false,
2026-08-26,192650,드림텍,60.25,neutral,129.85,93.1,36.75,,5588.22,3826.28,4707.25,0.808,inside,0,중립,268,false,
2026-08-26,108670,LX하우시스,59.1,neutral,570.71,452.34,118.37,,36263.45,31341.55,33802.5,0.855,inside,0,중립,268,false,
2026-08-26,092790,넥스틸,53.01,neutral,27.47,-2.07,29.54,,13690.74,10085.26,11888.0,0.617,inside,0,중립,268,false,
2026-08-26,009290,광동제약,53.53,neutral,25.7,37.4,-11.7,,6765.23,5675.77,6220.5,0.5913,inside,0,중립,268,false,
2026-08-26,002310,아세아제지,66.37,neutral,133.38,56.26,77.13,,8524.71,7000.29,7762.5,0.9707,inside,0,중립,268,false,
2026-08-26,001230,동국홀딩스,63.73,neutral,59.43,44.27,15.16,,2108.5,1622.5,1865.5,0.8179,inside,0,중립,268,false,
2026-08-26,018250,애경산업,51.61,neutral,-6.54,26.21,-32.75,,12383.27,10797.73,11590.5,0.5312,inside,0,중립,268,false,
2026-08-26,126720,수산인더스트리,52.96,neutral,-77.92,-57.84,-20.08,,23834.08,19828.92,21831.5,0.6045,inside,0,중립,268,false,
2026-08-26,096760,JW홀딩스,57.0,neutral,66.93,63.55,3.38,,4265.16,3601.84,3933.5,0.7058,inside,0,중립,268,false,
2026-08-26,272450,진에어,65.23,neutral,64.51,-8.72,73.23,,5839.49,4807.01,5323.25,1.0489,above_upper,-1,중립,268,false,
2026-08-26,078520,에이블씨엔씨,54.62,neutral,316.67,352.57,-35.9,,13473.21,9626.79,11550.0,0.578,inside,0,중립,268,false,
2026-08-26,381970,케이카,29.95,oversold,-440.68,-333.92,-106.76,,8499.33,5734.67,7117.0,0.2009,inside,1,중립,268,false,
2026-08-26,244920,에이플러스에셋,57.33,neutral,466.64,502.15,-35.51,,13974.62,11414.38,12694.5,0.6193,inside,0,중립,268,false,
2026-08-26,001750,한양증권,50.42,neutral,-110.83,-168.78,57.95,,20083.2,18878.8,19481.0,0.6818,inside,0,중립,268,false,
2026-08-26,000157,두산2우B,47.8,neutral,-9030.39,-10808.38,1777.99,,378206.61,284343.39,331275.0,0.5557,inside,0,중립,268,false,
2026-08-26,025860,남해화학,54.66,neutral,28.99,-6.13,35.12,,6222.08,5312.92,5767.5,0.7337,inside,0,중립,268,false,
2026-08-26,012030,DB,49.28,neutral,-23.5,-32.45,8.95,,1591.97,1342.13,1467.05,0.6359,inside,0,중립,268,false,
2026-08-26,033270,유나이티드제약,52.23,neutral,97.51,124.48,-26.97,,18672.06,17342.94,18007.5,0.532,inside,0,중립,268,false,
2026-08-26,002900,TYM,57.32,neutral,205.52,183.61,21.91,,7800.85,5607.15,6704.0,0.6942,inside,0,중립,268,false,
2026-08-26,001390,KG케미칼,53.57,neutral,37.2,38.26,-1.06,,4800.02,3863.48,4331.75,0.6102,inside,0,중립,268,false,
2026-08-26,010690,화신,47.41,neutral,-90.34,-152.03,61.68,,9421.92,6825.08,8123.5,0.5487,inside,0,중립,268,false,
2026-08-26,475560,더본코리아,57.55,neutral,1050.59,666.47,384.12,,20047.98,10684.02,15366.0,0.6969,inside,0,중립,268,false,
2026-08-26,034830,한국토지신탁,57.89,neutral,2.08,-3.02,5.1,,1177.04,1077.36,1127.2,0.9494,inside,0,중립,268,false,
2026-08-26,010820,퍼스텍,47.76,neutral,-36.95,-45.45,8.5,,7049.78,4831.22,5940.5,0.5088,inside,0,중립,268,false,
2026-08-26,003960,사조대림,55.43,neutral,286.89,436.13,-149.23,,32701.3,28793.7,30747.5,0.5774,inside,0,중립,268,false,
2026-08-26,037710,광주신세계,47.41,neutral,-615.49,-471.37,-144.12,,42237.03,34337.97,38287.5,0.4509,inside,0,중립,268,false,
2026-08-26,286940,롯데이노베이트,52.28,neutral,173.54,220.0,-46.46,,19995.42,16841.58,18418.5,0.5163,inside,0,중립,268,false,
2026-08-26,058430,포스코스틸리온,53.93,neutral,-6.62,-41.73,35.11,,5039.3,4058.2,4548.75,0.7102,inside,0,중립,268,false,
2026-08-26,084690,대상홀딩스,59.13,neutral,41.79,25.49,16.3,golden,8165.86,7230.14,7698.0,0.8762,inside,1,중립,268,false,
2026-08-26,003120,일성아이에스,57.21,neutral,159.73,133.52,26.21,,20919.89,19920.11,20420.0,0.8801,inside,0,중립,268,false,
2026-08-26,002710,TCC스틸,59.94,neutral,232.69,73.39,159.3,,11753.48,7694.52,9724.0,0.7897,inside,0,중립,268,false,
2026-08-26,217590,티엠씨,42.79,neutral,-362.25,-259.61,-102.63,,15467.28,9256.72,12362.0,0.387,inside,0,중립,170,false,
2026-08-26,004430,송원산업,49.26,neutral,-94.63,-30.02,-64.61,,12471.19,10775.81,11623.5,0.4684,inside,0,중립,268,false,
2026-08-26,010955,S-Oil우,54.02,neutral,1293.17,1520.35,-227.18,,72554.07,58365.93,65460.0,0.6085,inside,0,중립,268,false,
2026-08-26,017390,서울가스,50.74,neutral,-45.11,-11.59,-33.52,,57126.33,52403.67,54765.0,0.5709,inside,0,중립,268,false,
2026-08-26,122900,아이마켓코리아,73.09,overbought,225.42,181.88,43.53,,8582.83,6955.17,7769.0,0.8324,inside,-1,중립,268,false,
2026-08-26,084010,대한제강,49.8,neutral,-4.79,39.69,-44.48,,8925.52,7352.48,8139.0,0.4498,inside,0,중립,268,false,
2026-08-26,003350,한국화장품제조,80.17,overbought,1292.71,872.66,420.06,,14301.83,5974.17,10138.0,1.013,above_upper,-2,매도 우위,268,false,
2026-08-26,003650,미창석유,55.31,neutral,2778.6,2937.98,-159.38,,155428.06,136051.94,145740.0,0.6476,inside,0,중립,268,false,
2026-08-26,334890,이지스밸류플러스리츠,68.83,neutral,81.65,59.97,21.68,,3942.68,3313.82,3628.25,0.8924,inside,0,중립,268,false,
2026-08-26,008490,서흥,50.18,neutral,588.79,1026.99,-438.2,,28775.18,18256.82,23516.0,0.4367,inside,0,중립,268,false,
2026-08-26,005430,한국공항,49.81,neutral,-290.88,523.52,-814.4,,95400.08,77349.92,86375.0,0.385,inside,0,중립,268,false,
2026-08-26,298690,에어부산,54.06,neutral,-3.66,-12.55,8.89,,1585.32,1431.78,1508.55,0.7309,inside,0,중립,268,false,
2026-08-26,004360,세방,59.41,neutral,106.17,77.81,28.36,,13624.8,12484.2,13054.5,0.8117,inside,0,중립,268,false,
2026-08-26,136490,선진,60.09,neutral,225.4,215.92,9.48,,11273.8,9063.2,10168.5,0.7042,inside,0,중립,268,false,
2026-08-26,003200,일신방직,53.6,neutral,144.76,121.2,23.56,,11375.89,9761.11,10568.5,0.6434,inside,0,중립,268,false,
2026-08-26,000430,대원강업,68.38,neutral,107.81,38.89,68.92,,4407.61,3242.89,3825.25,0.972,inside,0,중립,268,false,
2026-08-26,003070,코오롱글로벌,58.73,neutral,245.28,182.52,62.76,,10838.66,7850.34,9344.5,0.7194,inside,0,중립,268,false,
2026-08-26,007160,사조산업,55.66,neutral,588.78,875.56,-286.78,,55671.65,44678.35,50175.0,0.5659,inside,0,중립,268,false,
2026-08-26,005680,삼영전자,38.53,neutral,-385.79,-259.77,-126.02,,14638.42,11710.58,13174.5,0.2116,inside,0,중립,268,false,
2026-08-26,003920,남양유업,48.1,neutral,-60.38,104.1,-164.49,,45396.38,41858.62,43627.5,0.3368,inside,0,중립,268,false,
2026-08-26,001790,대한제당,66.71,neutral,60.26,50.97,9.29,,2925.73,2546.77,2736.25,0.9321,inside,0,중립,268,false,
2026-08-26,105840,우진,49.54,neutral,-510.52,-488.6,-21.93,,16334.22,10978.78,13656.5,0.5417,inside,0,중립,268,false,
2026-08-26,900140,엘브이엠씨홀딩스,48.73,neutral,-6.69,-9.43,2.74,,1292.94,1157.76,1225.35,0.5122,inside,0,중립,268,false,
2026-08-26,005500,삼진제약,56.09,neutral,-3.01,-48.04,45.03,,18918.02,17083.98,18001.0,0.7993,inside,0,중립,268,false,
2026-08-26,134380,미원화학,51.27,neutral,177.87,173.32,4.55,,11317.31,9763.69,10540.5,0.5254,inside,0,중립,268,false,
2026-08-26,025000,KPX케미칼,65.14,neutral,1086.14,687.68,398.46,,55072.26,46797.74,50935.0,0.8583,inside,0,중립,268,false,
2026-08-26,404990,신한서부티엔디리츠,51.42,neutral,26.22,48.81,-22.59,,4205.31,3796.19,4000.75,0.4126,inside,0,중립,268,false,
2026-08-26,092200,디아이씨,57.19,neutral,350.53,249.11,101.43,,7237.78,3699.72,5468.75,0.6784,inside,0,중립,268,false,
2026-08-26,001460,BYC,59.27,neutral,912.64,809.12,103.52,,41243.62,31036.38,36140.0,0.6626,inside,0,중립,268,false,
2026-08-26,002320,한진,48.33,neutral,-81.1,-110.74,29.64,,15614.11,14558.89,15086.5,0.5507,inside,0,중립,268,false,
2026-08-26,348950,제이알글로벌리츠,31.65,neutral,-0.61,-0.9,0.29,,1182.0,1182.0,1182.0,0.5,inside,0,중립,268,false,
2026-08-26,030210,다올투자증권,62.8,neutral,114.8,96.94,17.86,,4156.61,3199.39,3678.0,0.7633,inside,0,중립,268,false,
2026-08-26,298000,효성화학,39.54,neutral,410.82,1966.57,-1555.75,,80248.69,56071.31,68160.0,0.1211,inside,0,중립,268,false,
2026-08-26,000680,LS네트웍스,55.53,neutral,24.52,13.24,11.28,,3138.31,2694.69,2916.5,0.7558,inside,0,중립,268,false,
2026-08-26,051905,LG생활건강우,53.89,neutral,2024.05,2673.78,-649.73,,118063.15,101036.85,109550.0,0.4383,inside,0,중립,268,false,
2026-08-26,034120,SBS,58.63,neutral,180.26,91.57,88.7,,13052.57,10603.43,11828.0,0.7295,inside,0,중립,268,false,
2026-08-26,0030R0,대신밸류리츠,48.34,neutral,11.48,10.92,0.55,,4103.9,3531.1,3817.5,0.5131,inside,0,중립,268,false,
2026-08-26,226320,잇츠한불,58.68,neutral,302.55,270.31,32.24,,11884.56,8658.44,10271.5,0.7227,inside,0,중립,268,false,
2026-08-26,044450,KSS해운,54.89,neutral,83.45,78.31,5.13,,10342.07,9632.93,9987.5,0.7291,inside,0,중립,268,false,
2026-08-26,000050,경방,45.61,neutral,-31.46,32.35,-63.81,,9128.35,7794.65,8461.5,0.3414,inside,0,중립,268,false,
2026-08-26,001340,PKC,49.13,neutral,-57.05,-89.83,32.78,,5527.93,4350.57,4939.25,0.6026,inside,0,중립,268,false,
2026-08-26,044820,코스맥스비티아이,59.2,neutral,1049.54,1214.54,-165.01,,28291.54,17979.46,23135.5,0.6517,inside,0,중립,268,false,
2026-08-26,000320,노루홀딩스,59.69,neutral,220.83,129.69,91.13,,18060.9,14629.1,16345.0,0.7695,inside,0,중립,268,false,
2026-08-26,003720,삼영,45.69,neutral,-8.36,40.69,-49.05,,7938.58,5615.42,6777.0,0.3894,inside,0,중립,268,false,
2026-08-26,000540,흥국화재,60.28,neutral,58.48,34.03,24.45,,3601.04,2984.96,3293.0,0.8035,inside,0,중립,268,false,
2026-08-26,009680,모토닉,54.96,neutral,62.8,66.89,-4.09,,10380.36,9836.64,10108.5,0.6315,inside,0,중립,268,false,
2026-08-26,003520,영진약품,39.69,neutral,-7.37,2.35,-9.72,,1320.67,1105.13,1212.9,0.2174,inside,0,중립,268,false,
2026-08-26,000490,대동,59.09,neutral,234.04,191.73,42.31,,8874.84,5736.16,7305.5,0.6958,inside,0,중립,268,false,
2026-08-26,033920,무학,60.23,neutral,73.32,57.75,15.57,,8019.65,7268.35,7644.0,0.8274,inside,0,중립,268,false,
2026-08-26,432320,KB스타리츠,51.15,neutral,3.07,0.59,2.48,,1501.68,1297.82,1399.75,0.6435,inside,0,중립,268,false,
2026-08-26,000650,천일고속,46.71,neutral,-1643.72,-2638.53,994.81,,167611.0,129509.0,148560.0,0.5667,inside,0,중립,268,false,
2026-08-26,001250,GS글로벌,50.73,neutral,-14.16,-10.12,-4.04,,3021.73,2352.77,2687.25,0.549,inside,0,중립,268,false,
2026-08-26,000480,CR홀딩스,41.05,neutral,-48.91,-41.91,-6.99,,4753.92,4486.58,4620.25,0.312,inside,0,중립,268,false,
2026-08-26,035150,백산,56.48,neutral,153.09,125.78,27.31,,11051.72,9576.28,10314.0,0.6803,inside,0,중립,268,false,
2026-08-26,003555,LG우,62.11,neutral,1102.03,750.72,351.31,,72015.15,62254.85,67135.0,0.8243,inside,0,중립,268,false,
2026-08-26,017860,DS단석,49.76,neutral,-95.41,-127.66,32.24,,12974.31,10229.69,11602.0,0.5794,inside,0,중립,268,false,
2026-08-26,005010,휴스틸,54.23,neutral,-18.67,-41.22,22.55,,4098.73,3287.27,3693.0,0.7428,inside,0,중립,268,false,
2026-08-26,037270,YG PLUS,45.4,neutral,-29.4,-12.4,-17.0,,3707.65,2944.35,3326.0,0.407,inside,0,중립,268,false,
2026-08-26,03473K,SK우,52.21,neutral,2502.26,-1159.68,3661.94,,396594.25,295655.75,346125.0,0.682,inside,0,중립,268,false,
2026-08-26,011500,한농화성,52.63,neutral,73.01,-5.12,78.13,,14922.08,10458.92,12690.5,0.6298,inside,0,중립,268,false,
2026-08-26,088260,이리츠코크렙,49.98,neutral,-14.44,-45.01,30.57,,3321.22,2811.28,3066.25,0.6838,inside,0,중립,268,false,
2026-08-26,025560,미래산업,42.67,neutral,-62.13,62.77,-124.91,,10323.72,4847.28,7585.5,0.373,inside,0,중립,268,false,
2026-08-26,100250,진양홀딩스,62.52,neutral,53.75,40.11,13.64,,3256.79,2834.71,3045.75,0.7944,inside,0,중립,268,false,
2026-08-26,004980,성신양회,55.7,neutral,11.57,-48.13,59.7,,8670.87,7196.13,7933.5,0.8028,inside,0,중립,268,false,
2026-08-26,013580,계룡건설,61.23,neutral,781.38,556.24,225.13,,24530.16,16821.84,20676.0,0.7561,inside,0,중립,268,false,
2026-08-26,001130,대한제분,53.04,neutral,74.56,76.88,-2.32,dead,12034.22,11014.78,11524.5,0.5741,inside,-1,중립,268,false,
2026-08-26,095570,AJ네트웍스,56.98,neutral,38.77,37.2,1.57,golden,4655.43,4071.07,4363.25,0.7169,inside,1,중립,268,false,
2026-08-26,039570,HDC랩스,47.99,neutral,1.05,6.1,-5.05,,7795.03,7327.97,7561.5,0.4754,inside,0,중립,268,false,
2026-08-26,001630,종근당홀딩스,48.19,neutral,-86.61,-37.9,-48.71,,41203.26,37431.74,39317.5,0.4688,inside,0,중립,268,false,
